slug,title,pack_term,required_sections_complete,min_internal_links_met,sources_complete,metadata_complete,slug_valid,no_dead_links,language_redlines_ok,no_duplicate_conflict,search_indexed,pack_coverage_ok,score,rating
"parteistaat","Parteistaat",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"partizipation","Partizipation",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"partizipative-demokratie","Partizipative Demokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"patriarchale-dividende","Patriarchale Dividende",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"patriarchat","Patriarchat",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"paul-watzlawick","Paul Watzlawick",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"pcf-product-carbon-footprint","PCF / Product Carbon Footprint",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pcr-product-category-rules","PCR / Product Category Rules",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"pef-product-environmental-footprint","PEF / Product Environmental Footprint",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"perowskit-solarzelle","Perowskit-Solarzelle",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"persona","Persona",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"personalisierte-macht","Personalisierte Macht",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"peter-drucker","Peter Drucker",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pfadabhaengigkeit","Pfadabhängigkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pflege-als-wirkleistung","Pflege als Wirkleistung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"photoelektrischer-effekt","Photoelektrischer Effekt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"photovoltaik","Photovoltaik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"physical-climate-risk","Physical Climate Risk",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pigou-steuer","Pigou-Steuer",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"planetare-grenzen","Planetare Grenzen",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"planetary-health","Planetary Health",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"planwirtschaft","Planwirtschaft",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"plattformarbeit","Plattformarbeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"plattformkapitalismus","Plattformkapitalismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"plug-and-charge","Plug & Charge",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"pluralismus","Pluralismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pluralismusfeindlichkeit","Pluralismusfeindlichkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pluralitaet","Pluralität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"plutokratie","Plutokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"policy-entrepreneurship","Policy Entrepreneurship",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"policy-laundering","Policy-Laundering",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"policy-netzwerk","Policy-Netzwerk",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"politische-bildung","Politische Bildung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"politischer-liberalismus","Politischer Liberalismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"politischer-vorraum","Politischer Vorraum",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"politisches-system","Politisches System",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"populismus","Populismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"portfolio-wirkung","Portfolio-Wirkung",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"positive-externalitaet","Positive Externalität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"positive-freiheit","Positive Freiheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"positive-netto-wirkung","positive Netto-Wirkung",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"positive-wirkung","positive Wirkung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"power-purchase-agreement","Power Purchase Agreement / PPA",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"power-to-x","Power-to-X",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"praediktive-verarbeitung","Prädiktive Verarbeitung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"praeferenzen","Präferenzen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"praevention","Prävention",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"praeventionsoekonomie","Präventionsökonomie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"pressefreiheit","Pressefreiheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"primaerenergie","Primärenergie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"primaerregelung","Primärregelung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"priming","Priming",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"principal-agent-problem","Principal-Agent-Problem",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"privatisierung","Privatisierung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"privatwirtschaftliche-planwirtschaft","Privatwirtschaftliche Planwirtschaft",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"product-as-a-service","Product-as-a-Service",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"product-carbon-footprint","Product Carbon Footprint / PCF",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"product-environmental-footprint","Product Environmental Footprint / PEF",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"product-market-fit","Product-Market Fit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"produktdaten","Produktdaten",true,0,1,1,1,1,0,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"produktivitaetsgewinne","Produktivitätsgewinne",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"produktivitaetssteuer","Produktivitätssteuer",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"produktscorecard","Produktscorecard",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"produktwirkung","Produktwirkung",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"progressiv","Progressiv",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"project-2025","Project 2025",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"propaganda","Propaganda",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"prosumer","Prosumer",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"prozessdenken","Prozessdenken",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"public-affairs","Public Affairs",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"pufferspeicher-ladepark","Pufferspeicher im Ladepark",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"pumpspeicher","Pumpspeicher",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"purpose-washing","Purpose-Washing",true,0,1,1,1,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"pyrometallurgie","Pyrometallurgie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"qualitaetssicherung","Qualitätssicherung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"quango","QUANGO",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quantenbatterie","Quantenbatterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quantenmaterialien","Quantenmaterialien",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quantenphysik","Quantenphysik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"quantenpunkt","Quantenpunkt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quantensimulation","Quantensimulation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quantensolarzelle","Quantensolarzelle",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quantentechnologie","Quantentechnologie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quartiersenergie","Quartiersenergie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quartierswirkung","Quartierswirkung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"quellenklarheit","Quellenklarheit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"radikal","Radikal",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rassismus","Rassismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rationalitaet","Rationalität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"raubtierkapitalismus","Raubtierkapitalismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"reaktanz","Reaktanz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"reaktionaer","Reaktionär",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reale-freiheit","Reale Freiheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"reasonable-assurance","Reasonable Assurance",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rebound-effekt","Rebound-Effekt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rechenschaft","Rechenschaft",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"recht-auf-reparatur","Recht auf Reparatur",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rechte-kuenftiger-generationen","Rechte künftiger Generationen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rechts-politisch","Rechts",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rechtsextremismus","Rechtsextremismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rechtsschutz","Rechtsschutz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rechtsstaatlichkeit","Rechtsstaatlichkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rechtsstaatsabbau","Rechtsstaatsabbau",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rechtsstaatsprinzip","Rechtsstaatsprinzip",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"recycling","Recycling",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"recyclingeffizienz","Recyclingeffizienz",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"recyclingquote","Recyclingquote",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"redispatch","Redispatch",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"redispatch-2-0","Redispatch 2.0",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"redox-flow-batterie","Redox-Flow-Batterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reform","Reform",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reframing","Reframing",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"refurbishment","Refurbishment / Aufarbeitung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"regelenergie","Regelenergie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"regelenergiemarkt","Regelenergiemarkt",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"regeneration","Regeneration / regenerative Wirkung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"regenerative-landwirtschaft","Regenerative Landwirtschaft",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"regierung","Regierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"regierungsform","Regierungsform",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"regierungskritik","Regierungskritik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"regime","Regime",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"regulatory-capture","Regulatory Capture",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"regulierungsversagen","Regulierungsversagen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rekombination","Rekombination / neue Kombination",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rekursion","Rekursion",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"remanufacturing","Remanufacturing / Wiederaufbereitung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"renaturierung","Renaturierung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rent-seeking","Rent Seeking",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rentenfinanzierung","Rentenfinanzierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"reparatur","Reparatur",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"reparierbarkeit","Reparierbarkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"reparierbarkeit-recht-auf-reparatur","Reparierbarkeit / Recht auf Reparatur",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"repowering","Repowering",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"repraesentation","Repräsentation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"repraesentationsanspruch","Repräsentationsanspruch",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"repraesentative-demokratie","Repräsentative Demokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reproduktive-arbeit","Reproduktive Arbeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reproduktive-gerechtigkeit","Reproduktive Gerechtigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reproduktive-rechte","Reproduktive Rechte",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reservekraftwerk","Reservekraftwerk",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"residual-emissions","Residual Emissions",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"residuallast","Residuallast",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"resilienz","Resilienz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"resonanz","Resonanz",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"resonanzarchitektur","Resonanzarchitektur",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"resonanzraum","Resonanzraum",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"resonanzrisiko","Resonanzrisiko",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"responsible-marketing","Responsible Marketing",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"responsivitaet","Responsivität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ressourcenallokation","Ressourcenallokation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reststrom","Reststrom",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"reverse-logistics","Reverse Logistics",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"reverse-merit-order","Reverse Merit Order",true,1,1,1,1,1,1,1,1,1,1,10,"veroeffentlichungsreif"
"rezyklatanteil","Rezyklatanteil",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rezyklatquote-batterie","Rezyklatquote Batterie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rlm-messung","RLM-Messung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"roaming-ladeinfrastruktur","Roaming Ladeinfrastruktur",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"roboteroekonomie","Roboterökonomie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"robotersteuer","Robotersteuer",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"robotik","Robotik",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rohstoffkritikalitaet","Rohstoffkritikalität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"rotorblatt-recycling","Rotorblatt-Recycling",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"routineunternehmer","Routineunternehmer / Homo oeconomicus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rueckbau-windenergieanlagen","Rückbau von Windenergieanlagen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rueckbaustandard","Rückbaustandard",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rueckbauverpflichtung","Rückbauverpflichtung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"rueckkopplung","Rückkopplung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"ruecknahmefaehigkeit","Rücknahmefähigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"ruecknahmesystem","Rücknahmesystem",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"salienz","Salienz",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"salienzsteuerung","Salienzsteuerung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sbti","SBTi",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"scheindemokratie","Scheindemokratie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"scheinentlastung","Scheinentlastung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"scheinleistung","Scheinleistung",true,1,1,1,1,1,0,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"scheinwahrheit","Scheinwahrheit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"schnellladen","Schnellladen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"schoepferische-zerstoerung","Schöpferische Zerstörung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"schuldenbremse","Schuldenbremse",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"schutzpflicht","Schutzpflicht",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"schutztechnik","Schutztechnik",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"schwarzstartfaehigkeit","Schwarzstartfähigkeit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"schwellenwert","Schwellenwert",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"scope-1","Scope 1",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"scope-1-2-3","Scope 1, Scope 2, Scope 3",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"scope-2","Scope 2",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"scope-3","Scope 3",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"scope-3-datenqualitaet","Scope-3-Datenqualität",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"scorecard","Scorecard",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sdg-plus","SDG+",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sdg-sdgplus-referenzrahmen","SDG-/SDG+-Referenzrahmen",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sdg-washing","SDG-Washing",true,1,1,1,1,1,1,0,1,1,1,9,"gut, kleine redaktionelle TODOs"
"sdgs","SDGs",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sechster-kondratieff","6. Kondratieff",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"second-life-batterie","Second-Life-Batterie",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sektorkopplung","Sektorkopplung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sekundaerregelung","Sekundärregelung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sekundaerrohstoff","Sekundärrohstoff",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"selbstorganisation","Selbstorganisation",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"selbstreferenz","Selbstreferenz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"selbstverantwortung","Selbstverantwortung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"selbstwirksamkeit","Selbstwirksamkeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"selektive-evidenz","Selektive Evidenz",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"self-ownership","Self-Ownership",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sensemaking","Sensemaking",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sensibilisierung","Sensibilisierung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"service-ngo","Service-NGO",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sexarbeit","Sexarbeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sfdr","SFDR",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sharing","Teilen / Sharing",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"skandinavisches-modell","Skandinavisches Modell / Nordic Model",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"smart-charging","Smart Charging",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"smart-grid","Smart Grid",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"smart-meter","Smart Meter",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"smart-meter-gateway","Smart Meter Gateway",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"social-credit","Social Credit",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"social-taxonomy","Social Taxonomy / Sozialtaxonomie",false,1,1,1,0,1,1,1,1,1,1,9,"gut, kleine redaktionelle TODOs"
"solarthermie","Solarthermie",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sorgearbeit","Sorgearbeit",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sozialabgaben","Sozialabgaben",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"soziale-bewaehrtheit","Soziale Bewährtheit / Social Proof",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"soziale-infrastruktur","Soziale Infrastruktur",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"soziale-marktwirtschaft","Soziale Marktwirtschaft",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"soziale-reproduktion","Soziale Reproduktion",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sozialfinanzierung","Sozialfinanzierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sozialisation","Sozialisation",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sozialisierung-vergesellschaftung","Sozialisierung / Vergesellschaftung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sozialismus","Sozialismus",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"sozialliberalismus","Sozialliberalismus",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sozialstaatsprinzip","Sozialstaatsprinzip",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"spannungshaltung","Spannungshaltung",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"spannungsqualitaet","Power Quality / Spannungsqualität",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"speicher-energie","Speicher",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"spekulationslogik","Spekulationslogik",false,1,0,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"spitzenlast","Spitzenlast",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"sprachspiel","Sprachspiel",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"st-galler-management-modell","St. Galler Management-Modell",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"staat","Staat",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"staatsdelegitimierung","Staatsdelegitimierung",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
"staatsform","Staatsform",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"staatsgebiet","Staatsgebiet",false,0,0,1,0,1,1,1,1,1,1,7,"nacharbeiten"
"staatsgewalt","Staatsgewalt",false,0,1,1,0,1,1,1,1,1,1,8,"gut, kleine redaktionelle TODOs"
