WOK_ID,SDG_or_SDGplus,Target,Indikatorfamilie,Item,Definition,Einheit,Polarity,Rule_ID,Schwellen,Schwellenkategorie,Schwellenstatus,Grenzwertbasis,Benchmarkbedarf,Quelle_detail,Quellenfunktion,Quellenstatus,Source_IDs,NACE_Legacy,NACE_Version,NACE_Rev2.1,NACE_Status,Systemgrenze,Berechnungslogik,Datenqualitätsanforderung,Assurance_Anforderung,Fachlogik_Status,Prüfpriorität,Prüfhinweis,Version,Gültig_ab,Gültig_bis
WOK-G-219,SDG+ – Diskurskultur,—,Werbe‑Ethik/Targeting,Werbe‑Ethik/Targeting – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,R16,"≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,J58/J60/J63 Medien/Plattformen,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-220,SDG+ – Diskurskultur,—,Werbe‑Ethik/Targeting,Werbe‑Ethik/Targeting – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,R08,vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,Qualitativ,Assurance und Kriterienkatalog erforderlich,WÖk-interne Kategorien,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,J58/J60/J63 Medien/Plattformen,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Die Kategorie −3 fehlt; Vollständigkeit und Wirksamkeit sind feldspezifisch zu definieren.,v1.4,2026-08-16,
WOK-SC-155,SDG+ – Diskurskultur,—,Creator‑Fairness in Ketten,Creator‑Fairness in Ketten – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,R26,≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,ESRS S2; GRI 308/414/408/409,"Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,J58/J60/J63 Medien/Plattformen,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-156,SDG+ – Diskurskultur,—,Creator‑Fairness in Ketten,Creator‑Fairness in Ketten – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,R28,≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S2, GRI 308/414, OECD Due Diligence","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,J58/J60/J63 Medien/Plattformen,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-157,SDG+ – Diskurskultur,—,Creator‑Fairness in Ketten,Creator‑Fairness in Ketten – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,R23,≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,J58/J60/J63 Medien/Plattformen,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-221,SDG+ – Resilienz,—,Business Continuity,Business Continuity – Antikorruption,Bestätigte Fälle/1.000 FTE,Fälle/1.000 FTE,lower_is_better,R01,"0:+3; ≤0,2:+2; ≤0,5:0; ≤1:‑2; >1:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-222,SDG+ – Resilienz,—,Business Continuity,Business Continuity – Whistleblowing,Wirksamkeits‑Score,0–1,higher_is_better,R16,"≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-223,SDG+ – Resilienz,—,Business Continuity,Business Continuity – Steuertransparenz,CbCR‑Offenlegung,0–1,higher_is_better,R08,vollständig:+3; teilweise:+2; minimal:0; schlecht:‑2,Qualitativ,Assurance und Kriterienkatalog erforderlich,WÖk-interne Kategorien,Optional/Nein,"ESRS G1, GRI 205/207, OECD Anti‑Bribery","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-AB,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Dokumentierter Kriterienkatalog; nachvollziehbare Evidenz; DQR A/B bevorzugt,Unabhängige Fachprüfung/Limited Assurance; bei roten Linien Reasonable Assurance,Prüfung/Parametrisierung erforderlich,Hoch,Die Kategorie −3 fehlt; Vollständigkeit und Wirksamkeit sind feldspezifisch zu definieren.,v1.4,2026-08-16,
WOK-E-224,SDG+ – Resilienz,—,Physisches Klimarisiko,Physisches Klimarisiko – Green R&D,Anteil F&E für grüne Technologien,% Umsatz,higher_is_better,R19,"≥5:+3; 3–4,9:+2; 1–2,9:0; 0,5–0,9:‑2; <0,5:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"OECD Frascati, PATSTAT","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-E-225,SDG+ – Resilienz,—,Physisches Klimarisiko,Physisches Klimarisiko – SDG‑Patente,Anteil SDG‑relevanter Patente,%,higher_is_better,R17,≥40:+3; 25–39:+2; 10–24:0; 5–9:‑2; <5:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"OECD Frascati, PATSTAT",Input-/Innovationsdaten; Patentzahl allein ist kein Wirkungsnachweis,Teilbelegt – Wirkungslogik ergänzen,EPO-PATSTAT; OECD-FRASCATI,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Quote = Zähler / Nenner gemäß Quelle; in %.,"Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,Patentmenge nicht mit Wirkung gleichsetzen; Qualität und Nutzung ergänzen. Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-E-226,SDG+ – Resilienz,—,Physisches Klimarisiko,Physisches Klimarisiko – Prozess‑Effizienz,Energie/Emission je Einheit,kWh/t bzw. t CO₂e/t,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Standort/Prozess/Aktivität; Bezugsgröße und relevante Umweltmedien,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-G-224,SDG+ – Resilienz,—,Cyber‑Resilienz,Cyber‑Resilienz – Datenschutzvorfälle,Fälle pro 1 Mio Kunden,Fälle/Mio,lower_is_better,R02,0:+3; ≤1:+2; ≤3:0; ≤5:‑2; >5:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ISO/IEC 27001 & 27701, NIS2","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,ISO-14067; ISO-50001; ISO-45001; ISO-22301; ISO-27701; ISO-23894,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Vorfälle pro 1 Mio. Kunden (DSGVO/NIS2).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-G-225,SDG+ – Resilienz,—,Cyber‑Resilienz,Cyber‑Resilienz – Privacy by Design,Abdeckung relevanter Features/Produkte,%,higher_is_better,R25,≥90%:+3; 70–89%:+2; 50–69%:0; 30–49%:‑2; <30%:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ISO/IEC 27001 & 27701, NIS2","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,ISO-14067; ISO-50001; ISO-45001; ISO-22301; ISO-27701; ISO-23894,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Vorfälle pro 1 Mio. Kunden (DSGVO/NIS2).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige Prozentregel.,v1.4,2026-08-16,
WOK-G-226,SDG+ – Resilienz,—,Cyber‑Resilienz,Cyber‑Resilienz – Security Reifegrad,ISO/27001 Reifegrad,0–1,higher_is_better,R16,"≥0,9:+3; 0,75–0,89:+2; 0,6–0,74:0; 0,4–0,59:‑2; <0,4:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ISO/IEC 27001 & 27701, NIS2","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,ISO-14067; ISO-50001; ISO-45001; ISO-22301; ISO-27701; ISO-23894,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Organisation/Governance; konsolidierter Kreis und relevante Rechtseinheiten,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-158,SDG+ – Resilienz,—,Lieferketten‑Resilienz,Lieferketten‑Resilienz – ESG‑Spend‑Coverage,Anteil verifizierter ESG‑Daten am Spend,%,higher_is_better,R26,≥90:+3; 70–89:+2; 50–69:0; 30–49:‑2; <30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S2, GRI 308/414, OECD Due Diligence","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-159,SDG+ – Resilienz,—,Lieferketten‑Resilienz,Lieferketten‑Resilienz – Kinder/Zwangsarbeit,Audits ohne Verstöße,% Lieferanten,higher_is_better,R28,≥98:+3; 90–97:+2; 75–89:0; 50–74:‑2; <50:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS S2, GRI 308/414, OECD Due Diligence","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GRI; OECD-DD; ILO-CORE,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SC-160,SDG+ – Resilienz,—,Lieferketten‑Resilienz,Lieferketten‑Resilienz – Scope‑3 Daten,Primärdaten‑Abdeckung,% Kategorien,higher_is_better,R23,≥80:+3; 60–79:+2; 40–59:0; 20–39:‑2; <20:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067","Mess-, Berichts- oder Managementrahmen; Schwellen sind grundsätzlich WÖk-Kalibrierungen",Messgrundlage belegt; Schwellenkalibrierung offen,EU-ESRS; GHG-CORP; GHG-S3; GHG-PROD,C20 Chemie; C24 Stahl; C29 Fahrzeuge,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Vorgelagerte Lieferkette; relevante Tier-Stufen und Beschaffungsvolumen,Quote = Zähler / Nenner gemäß Quelle; in %.,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Strukturell nutzbar; Schwellen fachlich zu validieren,Mittel,Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SYS-191,SDG+ – Resilienz,—,Gemeinwesen‑Resilienz,Gemeinwesen‑Resilienz – Index,umsatzgewichteter Index (z. B. Demokratie/Rule of Law),0–1,higher_is_better,R15,"≥0,8:+3; 0,7–0,79:+2; 0,6–0,69:0; 0,5–0,59:‑2; <0,5:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,"SDG 16/17, WJP, V‑Dem",Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Fachlogik nicht abschließend operationalisiert,Kritisch,SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SYS-192,SDG+ – Resilienz,—,Gemeinwesen‑Resilienz,Gemeinwesen‑Resilienz – Exposure,Umsatz in Hochrisikoländern,%,lower_is_better,R13,≤5:+3; 6–10:+2; 11–20:0; 21–30:‑2; >30:‑3,Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,SROI/SDG17,Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Fachlogik nicht abschließend operationalisiert,Kritisch,SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Vollständige fünfstufige numerische Regel.,v1.4,2026-08-16,
WOK-SYS-193,SDG+ – Resilienz,—,Gemeinwesen‑Resilienz,Gemeinwesen‑Resilienz – Kooperationen,"aktive, evaluierte Partnerschaften/Jahr",#/Jahr,higher_is_better,R20,≥5:+3; 3–4:+2; 1–2:0; 0:‑2,Feste WÖk-Grobkalibrierung,Klasse −3 nur für negative/unzulässige Werte ergänzt,WÖk-interne Grobkalibrierung,Optional/Nein,"SDG 16/17, WJP, V‑Dem",Methodischer Platzhalter; konkrete Fach- und Primärdatenquelle erforderlich,Platzhalter – fachliche Operationalisierung offen,INT-WOEK-TSROI; SVI-SROI; UN-SDG,G47 Handel; K Versicherungen; M72 F&E,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,"Programm/Portfolio/Systemraum; Empfängergruppe, Region und Zeitraum explizit definieren",Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,Primärdaten bevorzugt; Sekundärdaten nur transparent und versioniert; Methode und Systemgrenze dokumentieren,Limited Assurance; risikobasiert höhere Prüftiefe,Fachlogik nicht abschließend operationalisiert,Kritisch,SROI/SDG 17 ist keine hinreichend konkrete Mess- oder Schwellenquelle. Für sachlogisch nichtnegative Zählwerte ist 0 die schlechteste reguläre Klasse (−2).,v1.4,2026-08-16,
WOK-RE-122,SDG+ – Resilienz,—,Kritische Infrastruktur Robustheit,Kritische Infrastruktur Robustheit – Betriebsenergie,Endenergiebedarf,kWh/m²a,lower_is_better,R05,Top 15%:+3; +15–30%:+2; +31–60%:0; >+60%:‑2/‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, ISO 50001 (EnMS), ISO/IEC 30134‑2 (PUE), EU EPBD",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,EU-EPBD; CEN-15978,H49 Verkehr,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,Die Grenze >+60 % ist derzeit nicht eindeutig in −2/−3 aufgelöst.,v1.4,2026-08-16,
WOK-RE-123,SDG+ – Resilienz,—,Kritische Infrastruktur Robustheit,Kritische Infrastruktur Robustheit – Graue Emissionen,Embodied Carbon (A1–A3),kg CO₂e/m²,lower_is_better,R06,Top‑10%:+3; Mittel:0; >150%:‑2; >250%:‑3,Benchmarkabhängig,Validierter Benchmark fehlt,Branche/Region/Technologie,Ja,"ESRS E1, GHG Protocol (Corporate/Scope 1–3), ISO 14064/14067",Mess-/Methodenrahmen; aktiver Branchen-/Regional-/Technologiebenchmark separat erforderlich,Teilbelegt – Benchmarkquelle fehlt,CEN-15978; ISO-14067,H49 Verkehr,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Embodied Carbon gem. EN 15978 (A1–A3 ggf. A4–A5); kg CO₂e/m².,"Primärdaten plus repräsentativer, versionierter Benchmarkdatensatz; Stichprobe und Population offenlegen",Messwert-Assurance und unabhängige Benchmark-Governance,Prüfung/Parametrisierung erforderlich,Hoch,"Top-10-Prozent, Mittelwert, 150 % und 250 % müssen aus einer dokumentierten Grundgesamtheit stammen.",v1.4,2026-08-16,
WOK-RE-124,SDG+ – Resilienz,—,Kritische Infrastruktur Robustheit,Kritische Infrastruktur Robustheit – ÖPNV‑Erreichbarkeit,Transit‑Score,0–1,higher_is_better,R14,"≥0,8:+3; 0,6–0,79:+2; 0,4–0,59:0; 0,2–0,39:‑2; <0,2:‑3",Feste WÖk-Kalibrierung,Arbeitskalibrierung – fachlich zu validieren,WÖk-interne Klassenlogik,Optional/Nein,Stadt/GIS,"Lokale Primärdaten; Datenhalter, Layer, Zeitraum und Methodik je Fall ergänzen",Platzhalter – konkrete Datenquelle fehlt,DATA-GIS,H49 Verkehr,Legacy / nicht explizit versioniert,,Migration auf NACE Rev. 2.1 erforderlich,Gebäude/Standort; Betrieb plus relevante Lebenszyklusmodule,Siehe Quelle: Definition gemäß Standard (ESRS/GRI/Taxonomie/ISO).,"Primärdaten oder qualitätsgesicherte Sekundärdaten; Methode, Zeitraum und Systemgrenze dokumentieren",Limited Assurance; bei materieller Steuerwirkung risikobasiert vertiefen,Produktspezifische bzw. lokale Prüfung erforderlich,Hoch,"Konkreten Datenhalter, GIS-Layer, Stichtag und Methodik ergänzen. Vollständige fünfstufige numerische Regel.",v1.4,2026-08-16,
